		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-03	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-07	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
audi service melbourne		14	14	22	15	15	21	23	18	19	22	19	17	14	16	13	13	18	29	27	22	24	26	30	25	22	25	25	22	28	20	29	-	16	6	-	11	14
bmw service melbourne		44	52	72	64	64	48	43	38	43	41	31	14	14	12	15	26	30	29	23	22	27	28	29	30	29	28	34	27	30	34	30	25	36	-	-	24	16
jaguar service melbourne		7	7	7	6	7	5	5	6	6	6	6	5	4	3	4	3	5	5	3	4	3	3	3	3	4	3	4	4	5	5	6	4	3	3	-	4	7
land rover service melbourne		6	6	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	6	7	7	8	10	10	8	9	10	9	8	8	-	5	6
mercedes mechanic melbourne		28	33	42	24	19	13	11	13	13	12	13	13	7	11	11	21	21	12	14	13	8	12	14	11	11	12	11	8	17	16	10	13	10	11	-	19	20
mercedes service melbourne		37	42	44	28	24	12	13	14	14	16	18	14	10	17	18	23	28	19	18	18	-	13	19	14	17	15	16	17	19	22	19	15	12	15	-	21	41
peugeot service melbourne		5	4	3	3	5	10	7	5	7	7	6	6	4	5	6	6	3	8	4	5	9	9	10	9	-	13	11	10	10	12	17	15	13	14	-	16	13
range rover service melbourne		4	8	4	4	4	5	5	4	4	4	4	3	4	4	4	5	4	4	4	3	4	4	5	4	7	11	10	11	10	12	11	12	10	9	-	7	5
volvo service melbourne		8	6	6	6	7	7	7	7	5	5	4	3	3	5	3	3	3	3	5	4	5	4	3	4	4	5	6	6	7	6	7	6	5	4	-	8	14
vw service melbourne		23	33	23	19	24	16	18	19	17	17	15	12	10	12	12	11	11	12	13	13	13	13	12	14	14	12	14	14	15	18	30	22	20	22	19	23	32
car mechanic abbotsford		-	-	-	-	-	-	-	-	-	44	-	89	90	70	75	49	35	28	48	30	24	49	52	-	9	11	39	37	13	16	10	14	13	45	-	30	30
car mechanic collingwood		8	7	7	8	9	7	7	7	7	7	6	6	6	6	7	7	5	6	6	7	7	7	7	7	6	8	9	6	6	8	7	6	6	8	93	12	12
car mechanic east melbourne		5	7	4	6	6	6	6	4	5	5	5	5	5	6	6	4	5	5	4	4	7	7	4	5	5	5	6	6	10	12	10	10	8	5	5	6	5
car mechanic fitzroy		-	-	-	-	-	-	-	-	-	16	14	13	12	10	11	8	13	13	13	14	11	14	13	14	15	33	16	18	21	73	77	15	13	12	67	12	9
car mechanic kew		17	15	13	12	15	12	14	6	13	13	12	13	11	13	13	12	9	7	9	11	11	6	6	16	12	12	12	12	17	22	22	-	20	19	-	21	18
car mechanic richmond		7	7	7	9	8	8	9	-	8	8	7	9	10	11	11	11	12	8	11	10	12	10	7	17	11	10	13	14	19	16	16	17	15	22	-	17	9
car mechanic toorak		-	-	-	-	-	-	-	-	-	81	16	10	9	-	6	6	6	5	3	3	4	4	7	6	5	5	4	4	5	2	4	3	2	2	88	5	5
car mechanic prahran		-	-	-	-	-	-	-	-	-	-	65	12	12	12	7	8	13	12	14	13	10	10	11	14	18	16	22	18	19	19	18	18	13	18	-	10	9
car mechanic south yarra		-	-	-	-	-	-	-	-	-	67	62	12	10	10	10	8	10	11	8	10	8	9	8	8	9	9	10	11	10	8	10	12	9	10	80	10	10
car mechanic hawthorn		-	-	-	-	-	-	-	-	-	-	37	84	14	14	13	13	10	11	9	10	8	10	15	16	15	14	14	17	17	19	19	24	19	23	-	30	25
car service abbotsford		63	85	-	51	32	43	48	24	32	26	34	26	43	31	26	29	5	6	5	3	3	3	3	2	3	2	2	2	2	3	2	2	2	8	-	4	2
car service collingwood		-	-	-	-	-	-	-	-	-	14	17	12	10	11	8	8	4	7	7	8	9	10	9	10	10	9	11	11	10	11	10	12	13	24	-	23	22
car service east melbourne		5	5	6	6	6	6	6	6	7	7	6	6	6	6	6	4	8	5	4	3	4	3	2	2	2	2	3	2	3	5	6	7	6	4	5	7	6
car service fitzroy		9	10	11	8	10	11	11	12	8	9	7	6	7	6	6	5	6	6	5	5	4	5	5	8	7	8	8	9	8	7	8	7	6	7	65	9	10
car service kew		20	22	19	22	26	14	12	10	13	12	15	11	11	9	7	8	6	6	7	7	7	7	6	7	8	7	9	9	9	10	11	11	8	21	-	22	21
car service richmond		-	-	-	-	-	-	-	-	-	11	10	10	10	11	12	10	11	8	10	9	10	8	9	9	12	11	14	12	13	16	21	25	12	17	-	20	15
car service toorak		-	-	-	-	-	-	-	-	-	49	13	47	45	4	4	4	3	3	2	2	3	4	4	5	4	4	4	4	3	2	2	2	2	2	84	6	5
car service prahran		-	-	-	-	-	-	-	-	-	-	70	12	11	12	6	6	8	8	9	9	9	8	12	11	8	7	13	19	16	17	14	14	13	16	79	11	10
car service south yarra		-	-	-	-	-	-	-	-	-	80	-	13	9	8	6	5	7	8	5	7	6	8	8	7	7	8	8	8	8	5	11	9	8	9	-	15	10
car service hawthorn		-	-	-	-	-	-	-	-	-	-	28	-	15	13	11	11	12	16	11	12	10	9	13	13	14	13	17	16	16	16	18	18	15	19	-	32	22
european car service abbotsford		-	-	-	-	-	-	-	-	-	4	8	6	7	6	5	5	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	13	1	1
european car service collingwood		-	-	-	-	-	-	-	-	-	4	5	4	5	4	4	3	2	3	4	4	3	3	3	5	4	4	5	5	3	4	3	4	6	3	8	4	3
european car service east melbourne		-	-	-	-	-	-	-	-	-	6	5	6	6	9	6	4	8	7	12	8	5	4	2	1	1	2	2	1	1	2	3	4	2	2	1	3	4
european car service fitzroy		-	-	-	-	-	-	-	-	-	2	5	4	6	6	4	4	5	3	3	2	4	2	3	4	3	3	3	3	6	4	6	5	6	4	31	5	3
european car service kew		2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	-	5	4
european car service richmond		4	6	5	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	4	4	2	3	4	2	2	2	3	4	4	3	3	3	9	-	10	5
european car service toorak		-	-	-	-	-	-	-	-	-	11	3	13	9	2	2	2	2	2	2	2	2	2	3	3	2	2	1	2	1	1	1	1	1	1	31	1	1
european car service prahran		-	-	-	-	-	-	-	-	-	-	12	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	-	2	2
european car service south yarra		-	-	-	-	-	-	-	-	-	18	12	1	1	1	2	1	3	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	10	1	1
european car service hawthorn		-	-	-	-	-	-	-	-	-	28	4	15	4	4	5	5	6	6	7	5	4	5	8	9	8	8	8	7	8	8	8	8	6	6	-	6	5
