		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-01	2022-12-15	2023-01-19	2023-02-17	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-17	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
nurse call		9	9	9	7	7	8	7	10	5	8	4	28	28	24	30	40	32	37	28	23	44	20	17	17	10	7	11	6	5	6	2	4	4	2	5	5	6
nurse call systems		6	6	6	6	8	5	7	4	5	5	4	8	6	9	10	11	7	10	11	9	9	9	3	3	3	2	2	2	2	2	2	2	2	3	2	3	3
nurse call systems for hospitals		6	4	5	4	4	5	4	4	4	4	5	6	4	4	4	3	3	4	2	3	4	3	2	3	3	3	3	2	2	3	3	3	3	2	2	13	15
nurse call systems melbourne		4	3	3	5	2	1	1	1	2	3	2	5	6	6	5	10	2	3	3	4	4	3	2	3	2	3	3	2	2	2	3	3	1	1	1	2	4
medical call system		-	-	-	3	5	3	2	3	2	-	36	14	17	25	37	31	17	9	32	32	25	34	6	6	2	2	2	2	2	4	4	4	3	2	3	-	24
aged care alarm systems		-	-	15	-	24	21	20	21	11	-	8	16	6	6	7	10	13	23	20	17	15	25	28	26	15	14	17	35	33	35	36	28	31	33	30	18	27
aged care personal alarms		-	-	36	-	41	26	-	22	16	14	17	22	7	7	9	12	20	35	33	28	16	26	30	32	32	30	38	50	48	55	54	33	37	36	37	34	38
duress alarm systems		10	9	13	10	14	9	11	11	10	8	12	15	13	13	14	11	12	11	11	9	11	9	8	11	13	13	12	11	14	10	9	14	10	9	16	15	22
emergency alarm for elderly		-	22	-	-	46	43	40	-	-	-	26	35	19	17	24	-	31	42	55	41	46	45	43	44	44	39	52	50	43	46	50	38	41	45	38	34	36
emergency call button for elderly		-	-	27	-	-	21	-	-	-	-	14	20	10	10	17	18	16	24	29	21	21	26	28	35	38	38	48	48	34	42	58	27	25	-	26	32	28
medical personal alarms		-	-	-	-	-	-	-	-	50	49	40	48	20	24	39	43	50	69	67	56	54	48	47	55	25	30	37	47	50	52	58	40	49	53	46	54	55
personal alarm systems for seniors		-	-	26	30	-	26	42	-	-	-	14	28	13	17	17	23	21	29	29	26	33	27	31	35	34	41	43	37	38	34	35	31	30	29	21	31	-
hospital security systems		-	-	58	59	23	28	24	49	22	28	26	48	40	44	-	-	-	-	-	-	-	9	13	13	16	16	15	15	13	11	13	12	14	10	84	76	76
medical security systems		-	-	-	-	-	-	-	-	81	76	-	-	-	-	-	-	94	74	86	74	64	61	-	57	-	-	-	21	22	25	-	-	-	31	76	80	80
cctv for hospitals		-	-	-	-	25	54	-	51	49	-	46	44	5	2	2	2	3	4	3	2	3	5	5	6	3	5	3	9	5	4	10	2	2	6	11	11	11
cctv in care homes		-	-	-	-	-	96	74	79	61	-	36	38	34	24	20	23	5	7	5	3	4	4	8	6	-	4	6	9	10	9	5	6	6	13	87	76	65
cctv in nursing homes		-	-	-	-	-	-	81	81	54	58	49	41	35	51	27	29	9	8	6	5	5	4	10	7	5	5	6	14	6	1	13	1	10	10	62	62	47
commercial security systems melbourne		-	-	-	-	-	96	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
video surveillance in nursing homes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	75	8	7	7	7	7	6	6	6	5	6	5	65	64	1	1	1	1	1	-	85	13
security cameras in hospitals		-	-	-	-	-	-	-	86	87	91	-	93	47	35	14	31	43	40	34	13	14	35	40	44	13	13	10	53	13	7	7	10	23	6	93	95	89
access control for hospitals		32	37	40	33	-	-	-	-	-	-	19	24	26	22	31	42	26	22	7	4	24	8	7	8	8	8	8	7	7	4	7	9	17	25	84	76	60
aiphone melbourne		7	5	5	4	4	4	4	4	4	4	4	4	3	3	5	5	5	5	4	4	7	6	5	9	10	10	9	9	10	8	8	10	8	7	31	9	-
door phone intercom		30	18	41	47	11	18	12	17	8	9	10	12	5	7	8	8	10	10	7	9	8	10	6	9	6	14	9	10	10	12	5	16	10	11	49	43	41
hospital intercom systems		9	8	3	4	4	4	4	4	4	4	4	4	4	3	5	5	5	7	6	6	8	6	7	7	2	1	2	1	2	2	2	2	2	4	4	5	3
intercom systems melbourne		33	47	25	25	40	39	35	33	25	25	30	47	42	31	45	45	47	53	48	49	62	46	34	50	45	62	43	58	71	57	58	65	66	67	-	-	-
dect phones systems		3	3	3	1	3	3	2	1	1	3	3	2	4	7	3	2	2	2	2	2	2	2	2	2	2	2	2	-	8	3	5	3	5	5	2	4	6
sick bay systems melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	6	10	8	3	3	3	3	5	5	3	4	3	3	3	3	4	11	6	1
phone systems for hospitals		83	83	-	-	-	-	-	-	-	-	72	55	7	8	7	6	7	7	6	6	8	6	3	4	4	4	4	-	9	3	3	3	5	3	1	1	1
phone systems for healthcare		-	-	-	-	-	-	-	-	-	-	96	79	10	10	11	9	9	9	9	10	6	5	5	3	7	8	8	-	11	6	7	12	7	6	11	2	4
voip for healthcare		-	-	-	-	-	-	-	-	-	-	-	-	25	31	26	43	48	35	26	24	25	54	43	51	19	16	29	-	17	1	1	1	1	5	1	3	3
